player,rank,age,elo,recent_form,bp_pressure,grass_elo,grass_form,clay_elo,clay_form,hard_elo,hard_form
Marc-Andrea Huesler,340.0,29.802,1365.8988424439806,0.2,5.2,1442.96871802463,0.2857142857142857,1383.1583450867295,0.2,1410.6232669205885,0.1
Marcel Granollers,100.0,33.429,1503.4734447534122,0.5,5.6,1574.5380126812483,0.5714285714285714,1463.5099209296573,0.4,1347.8697358815593,0.2
Marcelo Arevalo,2000.0,33.911,1490.9965575654987,0.5714285714285714,6.142857142857143,1500.0,0.5,1466.496436136405,0.5,1514.7192449800202,0.6
Marco Cecchinato,109.0,30.908,1483.0775847970458,0.2,9.8,1345.7114635115631,0.2,1527.1480555408211,0.5,1293.1315950977933,0.2
Marco Chiudinelli,366.0,36.118,1474.7622256419284,0.3333333333333333,7.333333333333333,1500.0,0.5,1500.0,0.5,1516.3623434980598,0.5
Marco Trungelliti,81.0,36.318,1526.0833387639123,0.5,7.1,1500.0,0.5,1547.0380968932575,0.5,1392.8786106998116,0.14285714285714285
Marcos Baghdatis,135.0,34.037,1521.9779193140885,0.4,6.9,1477.3797827345409,0.5,1370.4025704451803,0.0,1542.4170757920183,0.4
Marcos Giron,86.0,32.895,1551.0618668820318,0.2,6.1,1603.8988187346508,0.6,1453.3364021307666,0.3,1639.1456371047182,0.5
Marcos Lee Chan Baratau,1320.0,18.831,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Mariano Navone,38.0,25.243,1809.2301159216909,0.7,7.5,1432.6007986423247,0.0,1772.0016263363507,0.7,1424.583482491675,0.2
Marin Cilic,46.0,37.714,1680.9669204534937,0.5,6.5,1727.6906329427811,0.8,1526.6021768565483,0.3,1700.4280444414178,0.6
Mario Vilella Martinez,167.0,26.064,1522.265693634105,0.375,7.125,1500.0,0.5,1507.8853313370198,0.3333333333333333,1507.0216498726961,0.5
Marius Copil,283.0,33.298,1506.7524324162284,0.4,7.0,1487.9326566337695,0.42857142857142855,1339.0550560090267,0.1,1548.5115719570158,0.5
Mark Chigaazira,1322.0,19.94,1484.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1484.0,0.5
Mark Lajal,149.0,22.423,1542.4773466165502,0.42857142857142855,5.142857142857143,1494.5736382674174,0.5,1500.0,0.5,1493.5946813776272,0.5
Marko Tepavac,201.0,22.842,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Marko Topo,260.0,22.585,1378.9085056622127,0.0,10.666666666666666,1500.0,0.5,1383.5113734784081,0.0,1500.0,0.5
Markus Eriksson,455.0,28.791,1528.109201957186,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Marsel Ilhan,571.0,33.572,1441.2550389206015,0.25,9.5,1500.0,0.5,1457.0819813067255,0.5,1481.1691031900748,0.5
Martin Antonio Vergara Del Puerto,2000.0,19.786,1469.4695015289756,0.5,5.0,1500.0,0.5,1469.4695015289756,0.5,1500.0,0.5
Martin Cuevas,515.0,29.678,1409.1742232374838,0.2,9.0,1500.0,0.5,1484.4209784777954,0.5,1428.1261448664643,0.5
Martin Damm,126.0,22.501,1618.1321774027742,0.5,3.2,1500.0,0.5,1486.2190291150976,0.5,1638.0155161375076,0.6
Martin Klizan,316.0,35.721,1400.4341426379924,0.1,10.1,1449.389611732798,0.5,1517.721735317697,0.4,1452.557125997678,0.3
Martin Landaluce,55.0,20.433,1648.2812292062388,0.6,7.9,1523.2622160853853,0.5,1554.7362234883626,0.5,1600.7906786523522,0.5
Martins Podzus,860.0,22.601,1482.49736299641,0.5,5.0,1500.0,0.5,1500.0,0.5,1482.49736299641,0.5
Martins Rocens,1763.0,23.817,1494.8545845347187,0.5,5.0,1500.0,0.5,1500.0,0.5,1492.8985080968466,0.5
Marton Fucsovics,76.0,34.352,1596.362887135317,0.3,5.8,1642.3240028763826,0.5,1559.5824064910937,0.4,1653.255365044581,0.5
Matavao Fanguna,2000.0,27.288,1484.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1484.0,0.5
Mate Pavic,1178.0,24.227,1489.283535736823,0.5,5.0,1500.0,0.5,1500.0,0.5,1486.930669535419,0.5
Mate Valkusz,213.0,25.473,1416.332851608152,0.16666666666666666,9.5,1500.0,0.5,1442.4623873145538,0.5,1456.5682415989727,0.3333333333333333
Matej Dodig,235.0,20.575,1468.2618609962203,0.3333333333333333,8.666666666666666,1500.0,0.5,1499.9269603262694,0.5,1483.4310858487597,0.5
Mateus Alves,556.0,22.075,1498.5513798188967,0.5,5.0,1500.0,0.5,1498.113090811776,0.5,1500.0,0.5
Matheus Pucinelli De Almeida,264.0,20.893,1542.8456425036195,0.5,5.0,1500.0,0.5,1541.6816838065474,0.5,1500.0,0.5
Matheus Pucinelli de Almeida,292.0,24.877,1490.9829797188443,0.5,5.0,1500.0,0.5,1500.0,0.5,1488.1316304676484,0.5
Mathias Bourgue,271.0,29.799,1428.3415179046717,0.0,7.666666666666667,1500.0,0.5,1472.4092607824564,0.5,1467.0047322731862,0.5
Matias Soto,316.0,26.831,1525.2034889004055,0.5,5.0,1500.0,0.5,1530.5304984710244,0.5,1500.0,0.5
Matic Kriznik,1274.0,18.415,1462.196979368812,0.5,5.0,1500.0,0.5,1500.0,0.5,1459.692052649025,0.5
Matija Pecotic,784.0,33.615,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Mats Moraing,252.0,28.914,1466.4174109949874,0.5,5.0,1486.7306131522655,0.5,1497.7729138395039,0.5,1500.0,0.5
Matteo Arnaldi,104.0,25.276,1713.9516927650275,0.6,10.1,1425.8497240863471,0.2,1754.588058224869,0.6,1532.2712668233482,0.2
Matteo Berrettini,105.0,30.141,1748.8515548167456,0.6,5.2,1766.904072210881,0.6,1722.603230202635,0.6,1841.0765256324585,0.8
Matteo Gigante,125.0,23.559,1616.2617482252945,0.5,8.5,1500.0,0.5,1561.6920465160279,0.4,1506.7659317735659,0.3333333333333333
Matteo Martineau,179.0,25.399,1472.1843650699698,0.5,5.0,1486.451490582494,0.5,1500.0,0.5,1489.5986255160294,0.5
Matteo Viola,218.0,32.194,1480.4026402360118,0.5,5.0,1481.8643059443837,0.5,1500.0,0.5,1500.0,0.5
Matthew Barton,198.0,25.062,1484.955545898866,0.5,5.0,1500.0,0.5,1500.0,0.5,1484.955545898866,0.5
Matthew Ebden,2000.0,36.674,1515.7626954270042,0.5,4.0,1496.3599630089764,0.4,1394.4153288614707,0.16666666666666666,1595.49268411548,0.6
Matthew Forbes,1848.0,18.39,1489.142520120954,0.5,5.0,1500.0,0.5,1500.0,0.5,1487.7455489189567,0.5
Matthew Foster-Estwick,2000.0,20.055,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Matthias Bachinger,279.0,33.763,1568.6851838505188,0.5,8.2,1484.9271025250737,0.5,1481.8720142487061,0.3333333333333333,1579.0253999727154,0.6
Mattia Bellucci,74.0,25.046,1643.9417497417323,0.5,6.5,1616.3615237088275,0.6,1514.4437582533044,0.3,1519.7843017507655,0.3
Mattias Siimar,1041.0,23.619,1488.8380760972207,0.5,5.0,1500.0,0.5,1500.0,0.5,1483.1549069377058,0.5
Matyas Fuele,781.0,27.151,1486.3976146979387,0.5,5.0,1500.0,0.5,1482.8760271930819,0.5,1500.0,0.5
Mauricio Echazu,716.0,29.035,1484.0,0.5,5.0,1500.0,0.5,1484.0,0.5,1500.0,0.5
Max Hans Rehberg,473.0,20.589,1439.6018585764132,0.0,9.333333333333334,1500.0,0.5,1428.1765177145974,0.0,1500.0,0.5
Max Purcell,97.0,26.398,1604.2574292950037,0.5,5.3,1516.750144161385,0.4,1453.56305291468,0.4,1537.8216541643617,0.4
Max Schoenhaus,1290.0,18.872,1482.7391803918235,0.5,5.0,1485.486649682468,0.5,1491.9245083336336,0.5,1500.0,0.5
Maxim Mrva,324.0,18.538,1483.207736769908,0.5,5.0,1500.0,0.5,1500.0,0.5,1483.1947947618607,0.5
Maxim Shin,1469.0,20.665,1487.9989515023144,0.5,5.0,1500.0,0.5,1500.0,0.5,1487.2126749231734,0.5
Maxime Cressy,173.0,27.225,1423.399531282944,0.2,7.1,1518.0142807554532,0.5,1346.8969365896871,0.1,1478.267738790832,0.2
Maxime Hamou,287.0,21.974,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Maxime Janvier,225.0,27.702,1399.550505365331,0.0,9.4,1484.1023334620875,0.5,1437.8823376958946,0.0,1483.0623102634045,0.5
Maximilian Marterer,239.0,29.947,1499.8059885091866,0.4,7.6,1434.9619809059245,0.4,1458.8689824819903,0.4,1453.6357140294713,0.2
Maximo Gonzalez,163.0,33.725,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Maximus Jones,581.0,19.411,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Mees Rottgering,464.0,18.921,1446.9248841295916,0.5,5.0,1483.0520504924607,0.5,1500.0,0.5,1478.8434563142628,0.5
Mehluli Don Ayanda Sibanda,1061.0,22.056,1449.7682782934826,0.5,5.0,1500.0,0.5,1481.2244332254033,0.5,1500.0,0.5
Menelaos Efstathiou,1222.0,24.925,1463.9757055283292,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Mert Alkaya,376.0,25.67,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Michael Agwi,487.0,21.027,1500.5310673590454,0.5,5.0,1500.0,0.5,1546.628327330108,0.5,1500.0,0.5
Michael Bassem Sobhy,690.0,21.774,1454.9825725973592,0.5,5.0,1500.0,0.5,1454.8718751773815,0.5,1500.0,0.5
Michael Geerts,268.0,27.748,1523.8334045151769,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Michael Mmoh,285.0,27.997,1686.6921406037654,0.6,5.8,1446.9267186762477,0.5,1490.324958000649,0.375,1710.4642724851026,0.5
Michael Venus,2000.0,32.244,1411.6484637697208,0.0,9.333333333333334,1500.0,0.5,1500.0,0.5,1408.075801793751,0.0
Michael Vrbensky,311.0,21.029,1485.5309526882834,0.5,5.0,1500.0,0.5,1500.0,0.5,1487.2943144804563,0.5
Michael Zheng,146.0,22.322,1494.4717524314785,0.25,8.0,1500.0,0.5,1500.0,0.5,1510.1841846697055,0.3333333333333333
Michail Pervolarakis,506.0,26.574,1341.3617692543573,0.1,6.2,1500.0,0.5,1500.0,0.5,1340.5415482340304,0.1
Michal Przysiezny,1139.0,34.138,1485.2709068125125,0.5,5.0,1500.0,0.5,1500.0,0.5,1485.402373648406,0.5
Michel Saade,2000.0,19.348,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Mika Brunold,453.0,21.369,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Mikael Torpegaard,305.0,27.822,1463.1103130305303,0.25,7.5,1500.0,0.5,1500.0,0.5,1471.4369664989308,0.3333333333333333
Mikael Ymer,617.0,27.094,1576.100606473784,0.4,10.0,1516.3855678119423,0.4,1480.987304162714,0.3,1546.4139450086818,0.2
Mike Urbanija,857.0,27.28,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Mikelis Libietis,380.0,24.572,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Mikhail Kukushkin,112.0,37.09,1427.756829350889,0.3,7.4,1516.4464659169603,0.4,1355.8567461018795,0.1,1447.7984084626469,0.3
Mikhail Youzhny,110.0,36.23,1325.8514613844322,0.1,7.6,1401.6391080652531,0.25,1355.2422294726534,0.2,1413.0459254512339,0.4
Mili Poljicak,277.0,21.021,1443.2148679583493,0.5,5.0,1500.0,0.5,1438.6919612709453,0.5,1500.0,0.5
Miljan Zekic,316.0,29.051,1475.3492074649566,0.5,5.0,1500.0,0.5,1467.1950491683974,0.5,1500.0,0.5
Milos Raonic,177.0,33.588,1787.6695967367193,0.6,2.1,1679.4998053293523,0.6,1635.0434491271176,0.7,1788.3272546346977,0.5
Minjong Park,2000.0,16.282,1482.597626351594,0.5,5.0,1484.0,0.5,1500.0,0.5,1500.0,0.5
Miomir Kecmanovic,50.0,26.793,1607.9928686448131,0.3,8.1,1541.7480837104072,0.5,1518.43919505285,0.3,1659.4578959735748,0.6
Mirza Basic,491.0,34.595,1353.4997658980826,0.2,6.2,1472.4766958047678,0.3333333333333333,1420.8922909210528,0.3,1373.3684815880774,0.1
Mischa Zverev,280.0,33.582,1398.8264623068903,0.3,6.0,1530.3296044019671,0.5,1399.535328731902,0.3,1394.0451906241483,0.2
Mitchell Krueger,159.0,31.502,1494.4700924673261,0.3,8.6,1433.7965302614118,0.5,1518.5706982068166,0.5,1464.9600303220748,0.4
Moez Echargui,139.0,33.12,1487.2842800925835,0.42857142857142855,6.857142857142857,1500.0,0.5,1500.0,0.5,1511.1146274645153,0.5
Mohamed Safwat,358.0,33.372,1481.355335024589,0.4,8.0,1500.0,0.5,1572.793358939828,0.6666666666666666,1385.196612958842,0.14285714285714285
Mohsen Hossein Zade,2000.0,27.499,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Moise Kouame,318.0,17.232,1563.8015206953592,0.5,10.166666666666666,1500.0,0.5,1531.2066752231742,0.6666666666666666,1507.6961728118595,0.5
Mubarak Shannan Zayid,2000.0,30.845,1411.7022890526207,0.0,11.0,1500.0,0.5,1500.0,0.5,1407.4000975134543,0.0
Muhammad Abid,2000.0,22.672,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Muhammad Althaf Dhaifullah,2000.0,17.207,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Muhammad Shoaib,2000.0,22.579,1450.1829944651843,0.5,5.0,1464.432486951679,0.5,1500.0,0.5,1500.0,0.5
Mukund Sasikumar,356.0,26.502,1429.2782543471128,0.5,5.0,1483.5075461679614,0.5,1500.0,0.5,1454.2324782258409,0.5
Murkel Dellien,183.0,26.992,1531.0822252644175,0.6666666666666666,3.6666666666666665,1500.0,0.5,1540.6861558469611,0.6666666666666666,1500.0,0.5
Murphy Cassone,185.0,22.93,1491.1047890837758,0.5,5.0,1500.0,0.5,1500.0,0.5,1492.7898699978211,0.5
Muzammil Murtaza,2000.0,21.311,1454.8718751773815,0.5,5.0,1454.8718751773815,0.5,1500.0,0.5,1500.0,0.5
N.Sriram Balaji,2000.0,33.881,1492.2630197230687,0.5,5.0,1517.8111189129745,0.5,1500.0,0.5,1500.0,0.5
Nam Hoang Ly,554.0,26.935,1517.6829093396286,0.5,5.0,1500.0,0.5,1500.0,0.5,1517.6829048704901,0.5
Nenad Zimonjic,2000.0,40.841,1459.139853997614,0.5,5.0,1500.0,0.5,1500.0,0.5,1454.1798112584152,0.5
Nerman Fatic,239.0,30.886,1471.521187472097,0.3333333333333333,6.666666666666667,1500.0,0.5,1464.8940306868724,0.5,1482.350189657951,0.5
Nicholas David Ionel,265.0,21.311,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Nick Chappell,432.0,30.439,1460.5053284901737,0.5,5.0,1500.0,0.5,1500.0,0.5,1465.2331497267212,0.5
Nick Hardt,191.0,23.817,1480.8986327292405,0.4,6.6,1500.0,0.5,1509.6742527310564,0.5,1452.0571946235095,0.5
Nick Kyrgios,1092.0,31.124,1748.1014581629945,0.4,3.5,1742.8420871510239,0.8,1495.4521889625157,0.4,1776.272791537146,0.5
Nicola Kuhn,259.0,22.327,1420.5602731561057,0.3,7.3,1478.0427509636809,0.5,1471.9934348836484,0.3333333333333333,1442.2615584726802,0.25
Nicolaas Scholtz,325.0,26.992,1493.2955789577356,0.6666666666666666,3.3333333333333335,1500.0,0.5,1500.0,0.5,1491.994020257489,0.6666666666666666
Nicolae Frunza,596.0,20.219,1484.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1484.0,0.5
Nicolai Budkov Kjaer,140.0,19.652,1547.5072078708565,0.4,3.6,1500.0,0.5,1573.5625880454731,0.75,1464.0238170899459,0.3
Nicolas Almagro,661.0,32.92,1526.4247679863824,0.4,4.8,1500.0,0.5,1537.386117590067,0.5,1455.9371438608923,0.3333333333333333
Nicolas Alvarez,372.0,25.276,1499.683499381264,0.5,5.0,1500.0,0.5,1474.0796385193664,0.5,1500.0,0.5
Nicolas Alvarez Varona,231.0,21.396,1491.6890389776067,0.5,5.0,1500.0,0.5,1500.0,0.5,1509.6654261160322,0.5
Nicolas Arseneault,638.0,18.522,1491.9013849714595,0.5,5.0,1500.0,0.5,1500.0,0.5,1490.8230865716293,0.5
Nicolas Barrientos,510.0,35.781,1467.1887400775993,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Nicolas Jarry,155.0,30.374,1542.73152725546,0.4,6.3,1543.2341861237553,0.5,1474.1706099858454,0.2,1495.245135590892,0.3
Nicolas Kicker,203.0,29.517,1406.6650609921294,0.2,6.3,1483.1437550015924,0.5,1414.8326522212976,0.3,1493.8614452064583,0.4
Nicolas Mahut,239.0,39.034,1577.320550533943,0.4,6.7,1427.006378025011,0.2857142857142857,1443.8822026740245,0.16666666666666666,1458.9943720254216,0.3
Nicolas Mejia,177.0,26.01,1342.3187110864242,0.1,8.0,1500.0,0.5,1482.6155825267422,0.25,1349.768379705876,0.0
Nicolas Moreno De Alboran,149.0,27.808,1515.080980449523,0.4,5.3,1500.0,0.5,1526.35341371057,0.4,1464.8466542436024,0.2
Nik Razborsek,700.0,26.42,1485.1300405221798,0.5,5.0,1483.3674102103403,0.5,1500.0,0.5,1500.0,0.5
Niki Kaliyanda Poonacha,795.0,28.772,1515.0281663485782,0.5,5.0,1514.367753456884,0.5,1500.0,0.5,1500.0,0.5
Nikita Mashtakov,1558.0,18.056,1485.652795468155,0.5,5.0,1500.0,0.5,1486.033913559556,0.5,1500.0,0.5
Nikola Mektic,2000.0,30.905,1440.43231560056,0.5,5.0,1500.0,0.5,1500.0,0.5,1440.43231560056,0.5
Nikola Milojevic,136.0,26.62,1532.5884776902328,0.4,7.9,1500.0,0.5,1527.5943341590478,0.4,1516.388777019656,0.5
Nikolas Sanchez Izquierdo,260.0,25.183,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Nikoloz Basilashvili,118.0,34.308,1550.3819219363838,0.4,4.7,1578.543823027623,0.5,1525.4860259105312,0.4,1467.7155230853957,0.4
Nino Serdarusic,307.0,26.437,1443.7913225635716,0.25,5.375,1500.0,0.5,1440.4020745961088,0.25,1454.3429951192006,0.0
Nishesh Basavareddy,148.0,21.068,1597.9280978528432,0.5,7.6,1419.7825061995288,0.5,1471.1029036904265,0.4,1615.0722636438252,0.6
Noah Rubin,306.0,25.503,1421.9540473344991,0.3,8.7,1500.0,0.5,1457.8864378468118,0.25,1483.5539953655507,0.4
Norbert Gombos,300.0,35.507,1495.6699958856389,0.3,6.7,1401.1033438923962,0.0,1528.4954861763104,0.5,1405.2812425420955,0.4
Novak Djokovic,4.0,39.02,2055.203766339184,0.7,8.6,2006.3704825996508,0.8,1955.146036199322,0.8,2073.6693540543606,0.9
Nuno Borges,54.0,29.317,1651.8946782930511,0.5,5.8,1491.185791681775,0.5,1630.3016140355282,0.5,1593.9273326444243,0.3
Ofek Shimanov,1210.0,20.619,1486.751597762902,0.5,5.0,1500.0,0.5,1500.0,0.5,1482.6711946184907,0.5
Ognjen Milic,462.0,18.652,1488.6686803374746,0.5,5.0,1500.0,0.5,1487.745437498082,0.5,1500.0,0.5
Olaf Pieczkowski,484.0,21.448,1474.8941723806881,0.5,5.0,1500.0,0.5,1500.0,0.5,1475.316041243278,0.5
Oleksandr Ovcharenko,498.0,24.329,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Oleksii Krutykh,569.0,25.933,1408.8148923043843,0.0,11.75,1500.0,0.5,1485.7733637330396,0.5,1427.648726596851,0.0
Oliver Crawford,248.0,26.168,1485.9569053010457,0.5,5.0,1482.1348008669363,0.5,1500.0,0.5,1500.0,0.5
Oliver Ojakaar,939.0,19.091,1517.402373648406,0.5,5.0,1500.0,0.5,1530.5304984710244,0.5,1500.0,0.5
Oliver Tarvet,733.0,21.67,1517.1199803114157,0.5,5.0,1516.0,0.5,1500.0,0.5,1500.0,0.5
Olle Wallin,408.0,24.315,1482.7821412997635,0.5,5.0,1500.0,0.5,1500.0,0.5,1482.5004070416676,0.5
Omar Alawadhi,2000.0,35.116,1487.7857726149289,0.5,5.0,1500.0,0.5,1500.0,0.5,1487.7857719909314,0.5
Omar Jasika,179.0,27.658,1451.7378547667267,0.5,5.0,1500.0,0.5,1500.0,0.5,1447.0779805606464,0.5
Omni Kumar,433.0,22.856,1505.9374069361966,0.5,4.75,1500.0,0.5,1500.0,0.5,1519.5406439014007,0.5
Orel Kimhi,787.0,22.067,1439.8337832524633,0.5,5.0,1500.0,0.5,1500.0,0.5,1439.4522849906232,0.5
Oriol Roca Batalla,310.0,30.059,1496.8991403185973,0.5,5.0,1500.0,0.5,1489.9786214512467,0.5,1500.0,0.5
Orlando Luz,278.0,23.608,1459.4570784097298,0.5,5.0,1500.0,0.5,1463.527939103653,0.5,1500.0,0.5
Oscar Otte,474.0,30.921,1460.0723432883237,0.3,6.8,1520.5734352093443,0.6,1516.9020363881134,0.6,1485.1554678340794,0.3
Osgar O'Hoisin,1015.0,27.417,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Otto Virtanen,158.0,24.969,1574.6508689028217,0.4,6.5,1542.1772712312727,0.6666666666666666,1442.143769706262,0.3,1578.530429211515,0.4
Pablo Andujar,323.0,37.229,1421.6025656070542,0.2,9.9,1478.806737462577,0.3333333333333333,1440.1645300195107,0.2,1474.9034955483407,0.5
Pablo Carreno Busta,89.0,34.886,1714.5204085805951,0.5,5.8,1488.350784569802,0.4,1670.4793090141027,0.6,1598.4861367592305,0.3
Pablo Cuevas,148.0,36.389,1456.1027729001223,0.2,8.7,1463.1569823135408,0.25,1487.7517739995965,0.2,1460.6946498118248,0.4
Pablo Llamas Ruiz,122.0,23.611,1620.2933682867722,0.4,7.5,1500.0,0.5,1588.1023407126677,0.5,1521.318887279162,0.5
Palaphoom Kovapitukted,1398.0,18.779,1490.4595974328813,0.5,5.0,1500.0,0.5,1514.8227384491233,0.5,1462.931368569492,0.5
Paolo Lorenzi,171.0,39.573,1384.4034867878015,0.3,8.8,1410.2180307894002,0.25,1353.1251077710397,0.1,1484.69970190572,0.4
Patrick Kaukovalta,782.0,24.972,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Patrick Kypson,89.0,26.522,1400.286329367751,0.1,5.2,1500.0,0.5,1415.7490051987922,0.0,1472.0227951093964,0.4
Patrick Tierro,2000.0,31.682,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Patrick Zahraj,283.0,25.993,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Patrik Niklas-Salminen,491.0,24.537,1508.407944041734,0.5,5.0,1500.0,0.5,1500.0,0.5,1477.217563877669,0.5
Patrik Rosenholm,531.0,28.917,1485.4351680362743,0.5,5.0,1500.0,0.5,1500.0,0.5,1485.4351680362743,0.5
Paul Jubb,201.0,24.668,1520.4384727398883,0.375,6.125,1467.765804994927,0.375,1500.0,0.5,1500.0,0.5
Paul-Henri Mathieu,252.0,35.682,1336.5421779692676,0.1111111111111111,8.333333333333334,1500.0,0.5,1427.5507074530133,0.0,1422.914643959879,0.2
Pavel Kotov,107.0,26.366,1473.9322200599938,0.3,10.4,1509.2042033898588,0.6666666666666666,1593.3617904249347,0.5,1459.929292422716,0.3
Pedja Krstin,284.0,26.71,1532.7577301156673,0.6666666666666666,4.666666666666667,1500.0,0.5,1524.3415576032342,0.6666666666666666,1500.0,0.5
Pedro Cachin,110.0,29.259,1441.2950129022415,0.2,9.0,1469.14276433241,0.5,1493.1911579303594,0.2,1369.1676682042912,0.1
Pedro Martinez,125.0,28.966,1432.956801206196,0.2,6.2,1402.201374347047,0.1,1505.9651658041498,0.3,1412.772184971014,0.2
Pedro Sakamoto,389.0,25.659,1488.0579984742483,0.5,5.0,1500.0,0.5,1489.5143067754175,0.5,1500.0,0.5
Pedro Sousa,475.0,34.85,1376.3827227376023,0.2,8.2,1500.0,0.5,1413.5883163762937,0.4,1461.2619856184465,0.25
Peter August Anker,2000.0,18.672,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Peter Bothwell,840.0,22.352,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Peter Gojowczyk,108.0,33.123,1440.9238086871117,0.2,8.3,1500.912541193819,0.5,1426.7338350125756,0.2,1446.2299821653994,0.2
Peter Nagy,2000.0,26.877,1497.4595824836015,0.5,5.0,1500.0,0.5,1500.0,0.5,1496.6942779991457,0.5
Peter Polansky,172.0,31.138,1388.6041158365745,0.2,7.8,1485.3216061243147,0.5,1469.5567388176328,0.5,1405.8730575292968,0.3
Peter Torebko,381.0,31.425,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Petr Nesterov,413.0,21.525,1512.7177102605783,0.5,5.0,1500.0,0.5,1481.8671817019292,0.5,1516.0,0.5
Petros Chrysochos,1410.0,27.822,1465.3394979363954,0.3333333333333333,9.0,1500.0,0.5,1500.0,0.5,1473.0302556037057,0.5
Petros Tsitsipas,2000.0,24.005,1461.5288936738712,0.25,7.5,1500.0,0.5,1500.1931557274095,0.5,1483.5955797999234,0.5
Philip Henning,360.0,23.844,1503.4764904787908,0.6666666666666666,3.6666666666666665,1500.0,0.5,1464.9778226685344,0.5,1518.9965750957335,0.5
Philip Sekulic,298.0,20.074,1515.021790687913,0.5,5.0,1500.0,0.5,1500.0,0.5,1506.63769355882,0.5
Philipp Kohlschreiber,132.0,38.524,1523.5366241761565,0.4,7.7,1514.743784156159,0.5,1520.8373880308222,0.3,1527.527139938007,0.3
Pierre-Hugues Herbert,232.0,35.225,1444.051247270222,0.2,7.4,1490.4074976532547,0.5,1429.367235662436,0.2,1554.114159391006,0.5
Prajnesh Gunneswaran,228.0,32.219,1376.0494868329188,0.3,7.8,1433.01653670851,0.2857142857142857,1480.3090910245323,0.5,1375.9996399186155,0.3
Quentin Halys,92.0,29.618,1657.8296267862977,0.5,6.4,1511.1612555476877,0.4,1614.2464575520996,0.5,1626.3513874985952,0.5
Radek Stepanek,102.0,38.138,1534.2146808239036,0.6666666666666666,8.333333333333334,1500.0,0.5,1500.0,0.5,1534.2146808239036,0.6666666666666666
Radu Albot,223.0,35.384,1520.9196450975946,0.3,8.6,1372.057154185001,0.1,1532.1970433721783,0.5,1529.8744225295645,0.3
Radu David Turcanu,659.0,20.041,1520.7072908051111,0.5,5.0,1500.0,0.5,1516.644359089639,0.5,1500.0,0.5
Rafael Arevalo,2000.0,30.76,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Rafael Eduardo Gonzalez Retana,2000.0,18.023,1484.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1484.0,0.5
Rafael Jodar,29.0,19.707,1947.0365271704525,0.8,7.2,1500.0,0.5,1869.963156032001,0.8,1596.8240953031918,0.5
Rafael Nadal,154.0,38.464,1836.7074631001685,0.6,9.7,1776.4905708236327,0.9,1904.227539687545,0.6,1800.3324074126476,0.4
Rajeev Ram,235.0,33.331,1523.1508083361093,0.6666666666666666,5.333333333333333,1500.0,0.5,1516.736306793522,0.5,1500.0,0.5
Ramkumar Ramanathan,332.0,29.9,1400.0200268382378,0.3,4.7,1616.2987137885707,0.7,1488.8443375425486,0.5,1257.9174171953005,0.0
